timestamp,x,y,z
1746975881466,-0.22968534,-0.47105345,-0.35842517
1746975881483,-0.24007004,-0.59567,-0.4195117
1746975881483,-0.19120082,-0.51870096,-0.5710063
1746975881500,-0.10262536,-0.328111,-0.71578133
1746975881504,-0.007330383,-0.09353874,-0.77014834
1746975881516,0.06414085,0.12454015,-0.7475463
1746975881523,0.09896017,0.29130638,-0.68523806
1746975881535,0.1001819,0.41958806,-0.61926466
1746975881549,0.08307768,0.48372892,-0.5758932
1746975881554,0.07147124,0.478842,-0.5386304
1746975881566,0.08552113,0.45013133,-0.49037206
1746975881573,0.11056661,0.37988183,-0.42012256
1746975881583,0.124005646,0.26259568,-0.36209038
1746975881600,0.122783914,0.15202908,-0.33643404
1746975881617,0.108123146,0.077503525,-0.28939742
1746975881617,0.108123146,0.077503525,-0.28939742
1746975881623,0.12767084,0.09705122,-0.2405282
1746975881634,0.16920967,0.09094256,-0.19960022
1746975881650,0.23884831,0.06895141,-0.17577648
1746975881653,0.24862215,0.08544478,-0.15928312
1746975881666,0.22174409,0.10804679,-0.13607024
1746975881673,0.1777618,0.109268524,-0.12018774
1746975881689,0.14355333,0.094607756,-0.09514226
1746975881701,0.12583824,0.05429065,-0.054825157
1746975881703,0.11789699,0.0035888334,-0.013897184
1746975881716,0.103847094,-0.0067958757,0.032528576
1746975881723,0.080634214,-0.0025198192,0.10277808
1746975881734,0.06841691,-0.0067958757,0.17852537
1746975881750,0.07696902,-0.018402316,0.23167065
1746975881753,0.09773844,-0.03428481,0.2585487
1746975881766,0.118507855,-0.044058654,0.26648995
1746975881772,0.13500121,-0.04222606,0.26710084
1746975881782,0.13805555,-0.033673946,0.26160303
1746975881801,0.13194689,-0.02695443,0.25060746
1746975881802,0.11178834,-0.031841353,0.22128594
1746975881819,0.105068825,-0.03306308,0.19868392
1746975881823,0.10445796,-0.02939789,0.17913623
1746975881834,0.099571034,-0.02023491,0.15775596
1746975881852,0.084910266,-0.007406741,0.13698652
1746975881852,0.0580322,0.002977968,0.10949759
1746975881867,0.02076942,0.00908662,0.082619525
1746975881873,-0.01038471,0.021914791,0.05390886
1746975881886,-0.017104227,0.03596469,0.019700404
1746975881901,-0.004886922,0.038408153,-0.022449298
1746975881905,0.004886922,0.017638734,-0.08659015
1746975881917,0.013439035,5.345071E-4,-0.14584407
1746975881923,0.020158553,0.008475755,-0.17638734
1746975881936,0.020158553,0.039629884,-0.17455475
1746975881951,0.008552114,0.075670935,-0.1470658
1746975881952,-0.01038471,0.08666651,-0.11224649
1746975881970,-0.02321288,0.0622319,-0.0627664
1746975881973,-0.0067195175,0.02985604,-0.035888333
1746975881985,0.02565634,-0.0037415496,-0.013286319
1746975882001,0.051923547,-0.021456642,7.6358154E-4
1746975882003,0.062308256,-0.025732698,0.006872234
1746975882019,0.058643065,-0.059941154,-0.0346666
1746975882024,0.048258353,0.026801713,-0.038331795
1746975882036,0.009162978,0.08422305,-0.0016798794
1746975882052,0.002443461,0.04390594,-0.02855795
1746975882053,0.09468412,0.018860465,-0.10552697
1746975882070,0.17287487,0.010919216,-0.11224649
1746975882073,0.16187929,-0.024510968,-0.084146686
1746975882085,0.092240654,-0.019013181,-0.063988134
1746975882092,0.022602014,0.013362677,-0.04138612
1746975882103,-0.0036651916,0.024969118,-0.013286319
1746975882119,0.020158553,0.012751812,0.010537425
1746975882123,0.06841691,-0.019013181,0.028252518
1746975882136,0.07269296,-0.018402316,0.03924809
1746975882142,0.06352998,-0.0019089539,0.04841107
1746975882153,0.040317107,-0.0061850105,0.05085453
1746975882170,-0.0018325958,-0.022678372,0.04841107
1746975882172,-0.018325957,-0.028176159,0.03436117
1746975882186,-0.02321288,0.0041996986,0.03436117
1746975882203,-0.015271631,0.036575556,0.045356743
1746975882204,-0.004276057,0.013362677,0.04352415
1746975882220,-0.004886922,-0.0055741454,0.045356743
1746975882222,-0.02687807,0.005421429,0.060628377
1746975882236,-0.044593163,0.017638734,0.0759
1746975882243,-0.03726278,-0.010461068,0.0759
1746975882254,-0.02321288,-0.031230485,0.065515295
1746975882270,-0.03359759,-0.034895677,0.05024367
1746975882273,-0.065973446,-0.045280386,0.0154243475
1746975882287,-0.13500121,-0.028176159,-0.01572978
1746975882292,-0.1826487,0.058566704,0.02031127
1746975882303,-0.20647246,0.19723311,0.060628377
1746975882320,-0.19730948,0.2766456,0.03680463
1746975882322,-0.1600467,0.26870435,-0.050549097
