timestamp,x,y,z
1747139146817,-5.14638,-7.645524,3.3512516
1747139146834,-5.1308894,-7.6744223,3.3086853
1747139146834,-5.1057916,-7.706763,3.2721338
1747139146850,-5.078261,-7.738704,3.2394137
1747139146855,-5.0522203,-7.768838,3.2078514
1747139146868,-5.0274997,-7.7965355,3.1793735
1747139146883,-5.0024962,-7.8219447,3.1563115
1747139146884,-4.978531,-7.8456025,3.135424
1747139146901,-4.9595585,-7.8668194,3.1122348
1747139146906,-4.946412,-7.8866267,3.0828962
1747139146917,-4.9365606,-7.90648,3.0476475
1747139146934,-4.9258146,-7.926747,3.0121477
1747139146935,-4.91266,-7.9469733,2.9801908
1747139146950,-4.899269,-7.9661493,2.9508822
1747139146954,-4.8875604,-7.9831743,2.924171
1747139146967,-4.877874,-7.997114,2.9021802
1747139146984,-4.8701835,-8.008175,2.8845508
1747139146985,-4.865432,-8.017308,2.8671224
1747139147001,-4.8657236,-8.02518,2.8445349
1747139147005,-4.868049,-8.032158,2.8207603
1747139147018,-4.8722687,-8.037845,2.7972045
1747139147035,-4.878135,-8.042652,2.7730305
1747139147035,-4.884211,-8.04722,2.7489693
1747139147050,-4.8881164,-8.051954,2.7281296
1747139147055,-4.889615,-8.056093,2.7131374
1747139147067,-4.890358,-8.058891,2.70349
1747139147084,-4.8922963,-8.060323,2.6957154
1747139147085,-4.8959894,-8.060635,2.688059
1747139147101,-4.9005814,-8.06012,2.6812274
1747139147105,-4.906191,-8.058616,2.675449
1747139147117,-4.9140635,-8.056007,2.668887
1747139147133,-4.9239764,-8.052968,2.6597757
1747139147134,-4.934525,-8.049603,2.6503685
1747139147152,-4.9446054,-8.045584,2.6437752
1747139147154,-4.9535728,-8.040605,2.6421292
1747139147168,-4.9619975,-8.035217,2.6427357
1747139147184,-4.9684005,-8.029305,2.6486669
1747139147184,-4.9715643,-8.021542,2.6661537
1747139147200,-4.9727125,-8.010587,2.6968021
1747139147205,-4.9741335,-7.9963217,2.7362256
1747139147218,-4.9763,-7.979907,2.779854
1747139147234,-4.9767947,-7.9624963,2.8284812
1747139147235,-4.9727383,-7.9442067,2.8864567
1747139147250,-4.9645157,-7.924809,2.9531567
1747139147254,-4.9566727,-7.904479,3.02006
1747139147268,-4.9542394,-7.8833485,3.0787318
1747139147284,-4.9588013,-7.86184,3.126002
1747139147286,-4.9683867,-7.8412666,3.1622717
1747139147301,-4.976708,-7.8232064,3.1937382
1747139147305,-4.9826465,-7.806453,3.2253087
1747139147317,-4.9856186,-7.7917395,3.2561579
1747139147335,-4.992007,-7.7790723,3.2765915
1747139147335,-5.001057,-7.7690296,3.2866096
1747139147351,-5.0154266,-7.758904,3.288621
1747139147355,-5.0289984,-7.75251,3.2829635
1747139147367,-5.037301,-7.749537,3.2772553
1747139147385,-5.04612,-7.7473283,3.2689273
1747139147385,-5.0623527,-7.745402,3.2482996
1747139147402,-5.0872793,-7.7437577,3.2130675
1747139147405,-5.116881,-7.74319,3.1671274
1747139147418,-5.146956,-7.7451515,3.1131535
1747139147424,-5.176341,-7.749727,3.0524206
1747139147436,-5.2063236,-7.7551417,2.9870107
1747139147451,-5.2387214,-7.759593,2.9179764
1747139147456,-5.2743597,-7.762403,2.8454227
1747139147468,-5.311608,-7.763861,2.771157
1747139147484,-5.346252,-7.7649527,2.7005923
1747139147484,-5.3773417,-7.7655215,2.6364837
1747139147501,-5.4053383,-7.764627,2.5812666
1747139147505,-5.429549,-7.7625365,2.5363507
1747139147517,-5.4493985,-7.759428,2.5030897
1747139147535,-5.464727,-7.756498,2.4786508
1747139147535,-5.4785438,-7.7532945,2.4580686
1747139147552,-5.491891,-7.7498484,2.439048
1747139147553,-5.502981,-7.7473025,2.422124
1747139147569,-5.510486,-7.746228,2.408417
1747139147574,-5.5143356,-7.7463384,2.3992698
1747139147588,-5.516153,-7.746041,2.3960228
1747139147602,-5.518228,-7.7438126,2.3984516
1747139147603,-5.5220385,-7.739124,2.4048426
1747139147615,-5.5275617,-7.7325068,2.413429
1747139147624,-5.533551,-7.725289,2.4227676
1747139147634,-5.5377407,-7.7191763,2.4326816
1747139147648,-5.5371046,-7.715195,2.4466977
1747139147653,-5.534066,-7.711983,2.4636414
1747139147666,-5.530186,-7.709375,2.4804816
1747139147673,-5.5255895,-7.70807,2.4947317
1747139147684,-5.518988,-7.7090325,2.506333
1747139147700,-5.5092483,-7.7127633,2.5162492
1747139147705,-5.496263,-7.7193646,2.524388
1747139147716,-5.4809995,-7.7281394,2.5307577
1747139147725,-5.464671,-7.7384596,2.534503
1747139147734,-5.4486136,-7.7495923,2.5350595
1747139147751,-5.4330015,-7.7615175,2.532081
1747139147754,-5.416706,-7.7750063,2.5256116
1747139147767,-5.3986487,-7.7902365,2.5173345
1747139147784,-5.3780165,-7.806948,2.5097027
1747139147785,-5.35579,-7.823798,2.5047758
1747139147800,-5.3335366,-7.839506,2.50311
