timestamp,x,y,z
1747061116777,-0.07467828,0.24136813,0.018402316
1747061116782,-0.11071932,0.20227276,0.019013181
1747061116794,-0.09972375,0.11797335,-0.039629884
1747061116813,-0.033750303,0.09353874,-0.11110111
1747061116814,0.075594574,0.117362484,-0.14225525
1747061116828,0.205098,0.19127718,-0.15141822
1747061116845,0.24236079,0.3861432,-0.10682506
1747061116845,0.23441954,0.47288606,-0.10010554
1747061116861,0.21670444,0.49365547,-0.036575556
1747061116862,0.15867224,0.37942368,0.08071057
1747061116878,0.075594574,0.2083814,0.1399645
1747061116882,0.030390546,0.06543894,0.1259146
1747061116895,0.04627304,0.0110719325,0.009850202
1747061116911,0.076816306,0.02695443,-0.028634308
1747061116913,0.07009678,0.07276932,0.04466952
1747061116928,0.076816306,-0.053679783,0.05505423
1747061116944,0.14462234,0.05933029,0.022678372
1747061116944,0.22586742,0.21632266,0.076434515
1747061116961,0.23991732,0.21632266,0.15523612
1747061116963,0.16966783,0.19372064,0.17967074
1747061116977,0.091477074,0.13019066,0.13019066
1747061116994,-0.0062613687,0.011682798,0.11247557
1747061116994,-0.078343466,-0.14592044,0.07276932
1747061117011,-0.11866058,-0.2149482,-0.04390594
1747061117013,-0.12293663,-0.26320657,-0.11598804
1747061117028,-0.0917825,-0.29863673,-0.1428661
1747061117032,-0.05390886,-0.21250474,-0.13492486
1747061117044,-0.020922136,-0.05429065,-0.08666651
1747061117061,-0.011148291,0.03428481,-0.009697486
1747061117062,-1.5271631E-4,0.05138904,-0.008475755
1747061117077,0.02855795,0.048334714,-0.042073343
1747061117083,0.060322944,0.0092393365,-0.08239045
1747061117095,0.069485925,-0.0182496,-0.10743593
1747061117111,0.043218717,-0.024358252,-0.102549
1747061117113,-0.012370021,-0.05062546,-0.08788824
1747061117129,-0.08323039,-0.075670935,-0.083001316
1747061117134,-0.13698652,-0.07261661,-0.077503525
1747061117145,-0.1479821,-0.071394876,-0.05917757
1747061117161,-0.11010846,-0.078725256,-0.04085161
1747061117164,-0.049632803,-0.07383834,-0.034742963
1747061117178,-0.001985312,-0.05917757,-0.042073343
1747061117182,-7.6358154E-4,-0.016417004,-0.04390594
1747061117195,-0.037415497,0.0129045285,-0.04024075
1747061117211,-0.08506299,0.0067958757,-0.036575556
1747061117214,-0.11560625,-0.06345363,-0.056123246
1747061117229,-0.10338894,-0.11537717,-0.07933612
1747061117233,-0.08384126,-0.15508342,-0.087277375
1747061117245,-0.07223482,-0.1764637,-0.078725256
1747061117261,-0.07284568,-0.16180293,-0.05429065
1747061117263,-0.0777326,-0.13920091,-0.027412578
1747061117278,-0.08323039,-0.117820635,-0.008475755
1747061117283,-0.08689558,-0.113544576,0.0012980887
1747061117295,-0.08628472,-0.117820635,6.872234E-4
1747061117312,-0.08384126,-0.12515102,-0.0048105638
1747061117313,-0.077121735,-0.1483639,-0.009697486
1747061117328,-0.07651087,-0.1746311,-0.01947133
1747061117332,-0.08384126,-0.17218764,-0.020082194
1747061117345,-0.09789115,-0.17096591,-0.0023671028
1747061117361,-0.10277808,-0.18745928,0.018402316
1747061117363,-0.08811731,-0.16546813,0.0397826
1747061117378,-0.023365596,-0.11720977,0.058108557
1747061117384,0.03894266,-0.06895141,0.05933029
1747061117395,0.08353582,-0.021914791,0.05505423
1747061117412,0.09514226,0.012293663,0.04100433
1747061117413,0.07620544,0.032452215,0.01656972
1747061117428,0.03283401,0.041615196,-0.0011453723
1747061117433,-0.010537425,0.033673946,0.0012980887
1747061117445,-0.028863383,-0.0035888334,0.018402316
1747061117461,-0.021533,-0.025579982,0.0397826
1747061117463,-0.00870483,-0.027412578,0.056886826
1747061117478,-0.004428773,-0.032910366,0.063606344
1747061117483,-0.0038179078,-0.025579982,0.072158456
1747061117494,0.009010263,-0.0322995,0.082543164
1747061117511,0.0364992,-0.030466905,0.08620836
1747061117513,0.06765333,0.012293663,0.094149604
1747061117530,0.11224649,0.04589125,0.08987355
1747061117533,0.18432859,0.06727154,0.051999904
1747061117545,0.30955598,0.1417971,-0.058566704
1747061117566,0.35353827,0.21998784,-0.11904237
1747061117566,0.345597,0.26519188,-0.16119206
1747061117579,0.3016147,0.2767983,-0.19967657
1747061117583,0.26007587,0.28290698,-0.22472206
