timestamp,x,y,z
1747137046506,-0.93613285,-0.25139117,6.3090205
1747137046508,-3.4883518,0.46208093,7.0296755
1747137046525,-6.404789,0.6607997,7.79582
1747137046529,-8.784625,0.50996494,7.4534492
1747137046542,-10.561123,0.3878607,6.7974377
1747137046556,-11.413459,0.33039984,6.4335194
1747137046557,-11.918635,0.4333505,6.692093
1747137046573,-12.718299,0.6679823,7.424719
1747137046577,-13.977649,0.79248077,8.229171
1747137046590,-15.304336,0.58418524,8.334516
1747137046609,-16.877327,0.6751649,8.092701
1747137046609,-17.86613,0.90500826,7.865252
1747137046624,-17.763182,1.3694834,7.273884
1747137046627,-16.858173,0.6512229,7.1350203
1747137046642,-14.55944,0.38067806,7.498939
1747137046647,-11.956943,0.61770403,7.6234374
1747137046657,-9.232341,0.8834604,7.678504
1747137046674,-7.592313,0.5291186,7.451055
1747137046677,-7.0057335,0.320823,7.216423
1747137046693,-6.9554553,0.31364042,6.998551
1747137046697,-6.998551,0.45729253,6.950667
1747137046707,-6.8764467,0.49320555,6.938696
1747137046723,-6.632238,0.41180268,6.854899
1747137046727,-6.2755017,0.34955344,6.9123597
1747137046741,-5.6051254,0.1436521,7.022493
1747137046758,-5.11192,0.021547815,7.000945
1747137046759,-4.7740383,-0.076614454,7.285855
1747137046774,-4.510676,-0.17238252,7.664139
1747137046778,-4.000711,-0.34715924,7.8700404
1747137046791,-3.4213142,-0.37828386,7.999327
1747137046797,-2.801216,-0.36870706,8.119038
1747137046809,-2.1930888,-0.39504328,8.269872
1747137046825,-1.5801731,-0.4189853,8.509292
1747137046827,-1.0941502,-0.45968673,8.528446
1747137046841,-0.8643068,-0.5267244,8.605061
1747137046847,-0.81163436,-0.5602432,8.614637
1747137046859,-0.7015011,-0.51235914,8.636185
1747137046876,-0.5722142,-0.48123455,8.767866
1747137046877,-0.40462008,-0.47165772,8.875605
1747137046891,-0.12928689,-0.4429273,8.949825
1747137046897,0.19632454,-0.45729253,9.074324
1747137046909,0.47405192,-0.46686932,9.17488
1747137046924,0.6991069,-0.36870706,9.34008
1747137046927,0.81163436,-0.6512229,9.239524
1747137046943,0.7637503,-0.6440403,9.445425
1747137046947,0.50996494,-0.50278234,9.462184
1747137046961,0.21787235,-0.49559975,9.634567
1747137046975,0.07182605,-0.5315128,9.675268
1747137046977,-0.095768064,-0.6392518,9.703999
1747137046992,-0.260968,-0.6536171,9.727941
1747137046997,-0.30166942,-0.6895301,9.787796
1747137047009,-0.2873042,-0.80684596,9.828497
1747137047027,-0.11731588,-0.8571242,9.854834
1747137047028,0.02873042,-0.8499416,9.941025
1747137047042,0.04070143,-0.82360536,9.900323
1747137047047,-0.16998832,-0.78050977,10.022428
1747137047058,-0.521936,-0.7613561,10.115802
1747137047074,-0.6967127,-0.6991069,10.125379
1747137047078,-0.7398083,-0.6344634,10.146926
1747137047093,-0.6967127,-0.59376204,10.108619
1747137047098,-0.5793968,-0.533907,10.060735
1747137047110,-0.5674258,-0.47644615,9.972149
1747137047126,-0.5554548,-0.4237737,9.823709
