timestamp,x,y,z
1746975234967,0.013133603,0.011911872,0.0017562376
1746975234967,0.010079277,0.0143553335,-0.008017606
1746975234967,9.162979E-4,0.008857546,-0.015958855
1746975234993,-0.005192355,-9.162979E-4,-0.02695443
1746975234993,-0.005192355,-0.006414085,-0.036728274
1746975234996,-0.003970624,-0.0106901415,-0.048334714
1746975235020,-0.0033597588,-0.013744468,-0.0538325
1746975235020,-0.008246681,-0.016187929,-0.05749769
1746975235047,-0.011301007,-0.02107485,-0.054443367
1746975235047,-0.011301007,-0.01985312,-0.05138904
1746975235048,-0.006414085,-0.013133603,-0.046502117
1746975235071,-0.0033597588,-0.0033597588,-0.045280386
1746975235071,0.003970624,0.008246681,-0.04589125
1746975235093,0.009468411,0.022907447,-0.04344779
1746975235093,0.008857546,0.028405234,-0.04466952
1746975235096,0.005192355,0.029626964,-0.045280386
1746975235120,-9.162979E-4,0.024740042,-0.041615196
1746975235120,-0.003970624,0.025350908,-0.032452215
1746975235144,-3.0543262E-4,0.01863139,-0.028176159
1746975235144,0.0076358155,0.016798794,-0.025121834
1746975235166,0.01985312,0.018020526,-0.022067508
1746975235167,0.032070424,0.013133603,-0.019624045
1746975235167,0.038179077,0.0076358155,-0.017180584
1746975235189,0.034513887,0.0027488936,-0.0110719325
1746975235189,0.02107485,-9.162979E-4,-0.0061850105
1746975235212,0.0076358155,-0.0027488936,5.345071E-4
1746975235212,-9.162979E-4,-0.0033597588,0.005421429
1746975235234,-0.003970624,-0.006414085,0.00786489
1746975235234,9.162979E-4,-0.011911872,0.007254025
1746975235255,0.008857546,-0.014966198,0.00786489
1746975235255,0.016187929,-0.015577064,0.008475755
1746975235257,0.01740966,-0.014966198,0.00908662
1746975235279,0.010079277,-0.011301007,0.009697486
1746975235279,-0.008246681,-0.003970624,0.00786489
1746975235305,-0.015577064,-0.0015271631,0.008475755
1746975235306,-0.016798794,-0.0033597588,0.011530082
1746975235308,-0.013744468,-0.008246681,0.013362677
1746975235332,-0.010079277,-0.009468411,0.00908662
1746975235332,-0.010079277,-0.0106901415,0.0066431593
1746975235357,-0.015577064,-0.014966198,0.0048105638
1746975235358,-0.024129177,-0.01863139,0.0017562376
1746975235358,-0.032070424,-0.022907447,0.002977968
1746975235382,-0.036957346,-0.025961773,0.0048105638
1746975235383,-0.03756821,-0.026572637,0.002977968
1746975235406,-0.035124753,-0.026572637,-0.00496328
1746975235406,-0.030848695,-0.024740042,-0.014737124
1746975235407,-0.025961773,-0.025350908,-0.02695443
1746975235431,-0.022296581,-0.025350908,-0.03733914
1746975235432,-0.020463986,-0.022907447,-0.038560867
1746975235457,-0.024740042,-0.013133603,-0.034895677
1746975235457,-0.035124753,-0.009468411,-0.022067508
1746975235458,-0.03940081,-9.162979E-4,-0.014126259
1746975235483,-0.03390302,0.0070249503,-0.0092393365
1746975235483,-0.024129177,0.01740966,-0.004352415
1746975235510,-0.014966198,0.022907447,-0.0019089539
1746975235511,-0.010079277,0.01985312,5.345071E-4
1746975235511,-0.009468411,0.009468411,0.0035888334
1746975235535,-0.015577064,-0.005192355,0.0023671028
1746975235536,-0.024129177,-0.016798794,0.0048105638
1746975235536,-0.03390302,-0.025350908,0.0017562376
1746975235559,-0.040011674,-0.027183503,0.0017562376
1746975235559,-0.03940081,-0.022907447,0.0023671028
1746975235582,-0.029626964,-0.016798794,-0.0019089539
1746975235582,-0.01863139,-0.005192355,-0.009850202
1746975235604,-0.010079277,9.162979E-4,-0.01656972
1746975235605,-0.0106901415,0.0015271631,-0.019624045
1746975235626,-0.016798794,0.0015271631,-0.017180584
1746975235626,-0.021685716,-0.0015271631,-0.014737124
1746975235647,-0.025961773,-0.0021380284,-0.017180584
1746975235647,-0.023518313,-0.0070249503,-0.020845776
1746975235647,-0.013744468,-0.008857546,-0.020845776
1746975235669,-0.0021380284,-0.004581489,-0.014737124
1746975235669,0.00580322,9.162979E-4,-0.007406741
1746975235690,0.0033597588,0.0070249503,0.0035888334
1746975235690,-0.0021380284,0.008857546,0.012140946
1746975235710,-0.0070249503,0.009468411,0.017638734
1746975235710,-0.0070249503,0.009468411,0.020082194
1746975235739,-0.0021380284,0.008246681,0.015195273
1746975235739,0.006414085,0.003970624,0.0066431593
1746975235739,0.0143553335,0.0033597588,-0.0055741454
1746975235764,0.01863139,9.162979E-4,-0.01779145
1746975235764,0.01740966,-9.162979E-4,-0.033673946
1746975235787,0.003970624,-0.0070249503,-0.050778173
1746975235788,-0.0033597588,-0.013133603,-0.05261077
1746975235788,-0.0070249503,-0.0143553335,-0.04772385
1746975235811,-0.006414085,-0.0125227375,-0.03795
1746975235812,-0.0021380284,-0.0021380284,-0.028176159
1746975235835,0.0033597588,0.013133603,-0.01656972
1746975235836,0.008857546,0.0290161,-0.009850202
1746975235838,0.010079277,0.03573562,-0.008017606
1746975235861,0.008246681,0.03756821,-0.014126259
1746975235861,9.162979E-4,0.03573562,-0.025121834
1746975235884,-0.008857546,0.029626964,-0.03733914
1746975235884,-0.018020526,0.021685716,-0.04772385
1746975235913,-0.025350908,0.0143553335,-0.050167307
1746975235913,-0.027183503,0.015577064,-0.05138904
1746975235913,-0.024740042,0.019242255,-0.05138904
1746975235937,-0.01985312,0.026572637,-0.048945576
1746975235937,-0.013744468,0.0290161,-0.04100433
1746975235937,-0.013744468,0.024740042,-0.03733914
1746975235961,-0.016187929,0.0106901415,-0.03428481
1746975235961,-0.0143553335,-0.010079277,-0.03795
1746975235985,-0.011911872,-0.030848695,-0.04222606
1746975235985,-0.0143553335,-0.043066,-0.04955644
1746975235987,-0.022296581,-0.048563786,-0.05505423
1746975236011,-0.03268129,-0.048563786,-0.058719423
1746975236011,-0.04062254,-0.04184427,-0.058108557
1746975236035,-0.04184427,-0.03145956,-0.0538325
1746975236035,-0.035124753,-0.018020526,-0.04772385
1746975236038,-0.021685716,-0.0033597588,-0.0397826
1746975236047,-0.0021380284,0.0143553335,-0.027565295
1746975236075,0.013133603,0.03573562,-0.015958855
1746975236075,0.01740966,0.049785517,-0.004352415
1746975236098,0.010079277,0.05222898,0.016417004
1746975236099,0.0076358155,0.04428773,0.024969118
1746975236099,0.0070249503,0.032070424,0.04757113
1746975236122,0.014966198,0.018020526,0.057344973
1746975236122,0.024740042,0.004581489,0.061621033
