timestamp,x,y,z
1747140509204,1.0965444,-0.38067806,9.823709
1747140509209,1.1468226,-0.36391866,9.732729
1747140509225,1.1611878,-0.34237084,9.62499
1747140509238,1.13964,-0.30406362,9.538799
1747140509239,1.0845734,-0.272939,9.486126
1747140509254,1.0366893,-0.2705448,9.490914
1747140509258,1.0055647,-0.2633622,9.565135
1747140509271,1.0749966,-0.272939,9.71597
1747140509278,1.0869676,-0.2777274,9.792584
1747140509288,1.0821792,-0.30166942,9.802161
1747140509304,1.0319009,-0.32800564,9.771036
1747140509308,1.0031705,-0.32800564,9.759066
1747140509321,0.9935937,-0.31603462,9.771036
1747140509338,1.0366893,-0.29927522,9.725547
1747140509338,1.0486604,-0.31124622,9.672874
1747140509354,1.043872,-0.33758244,9.615414
1747140509359,1.0486604,-0.33039984,9.615414
1747140509371,1.0151415,-0.320823,9.622596
1747140509378,0.9935937,-0.30645782,9.622596
1747140509389,0.9600749,-0.2896984,9.692028
1747140509404,0.9911995,-0.320823,9.773431
1747140509409,0.9864111,-0.31124622,9.785401
1747140509422,0.94810385,-0.32800564,9.727941
1747140509428,0.94570965,-0.30166942,9.610625
1747140509438,0.9816227,-0.2681506,9.450213
1747140509456,0.9983821,-0.25139117,9.392753
1747140509458,0.9816227,-0.25617957,9.390358
1747140509471,0.9768343,-0.34715924,9.483732
1747140509479,0.9648633,-0.44532153,9.742306
1747140509488,0.9672575,-0.59376204,10.043976
1747140509505,0.8810662,-0.6488287,10.340857
1747140509510,0.78529817,-0.5626374,10.395923
1747140509522,0.79966336,-0.46447513,10.328885
1747140509528,0.91697925,-0.34715924,10.010457
1747140509538,0.9648633,-0.17956513,9.828497
1747140509555,0.94810385,0.0047884034,9.644144
1747140509558,1.0055647,0.08619126,9.476549
1747140509571,1.0630256,0.11731588,9.352051
1747140509579,1.1587936,0.11492168,9.316138
1747140509589,1.2042835,0.110133275,9.361628
1747140509605,1.2138603,0.1436521,9.375993
1747140509608,1.1444284,0.14604631,9.469367
1747140509621,1.1061212,0.088585466,9.598654
1747140509629,1.1755531,0.033518825,9.766248
1747140509639,1.2330139,-0.031124622,9.821315
1747140509655,1.2425907,-0.11971009,9.79019
1747140509658,1.2569559,-0.15083471,9.778219
1747140509672,1.2617443,-0.15562311,9.735124
1747140509678,1.2569559,-0.16280572,9.644144
1747140509689,1.2569559,-0.16998832,9.478944
1747140509704,1.3120226,-0.16998832,9.349657
1747140509708,1.2641385,-0.16998832,9.31135
1747140509721,1.1731589,-0.12689269,9.320927
1747140509729,1.1109096,-0.08619126,9.493309
1747140509739,1.0821792,-0.11971009,9.696816
1747140509755,1.0726024,-0.15322891,9.766248
1747140509759,1.1228806,-0.15801731,9.723152
1747140509772,1.1563994,-0.11252748,9.59626
1747140509779,1.1109096,-0.08619126,9.560347
1747140509789,1.0510546,-0.047884032,9.545981
1747140509805,1.0247183,-0.04309563,9.629779
1747140509809,1.0414777,-0.095768064,9.751883
1747140509821,1.0534488,-0.11731588,9.850045
1747140509828,1.0366893,-0.15083471,9.869199
1747140509838,1.0582372,-0.16519992,9.866804
1747140509855,1.0390835,-0.20590134,9.890746
1747140509859,0.9935937,-0.2657564,9.921871
1747140509872,1.043872,-0.31603462,9.93863
1747140509879,1.0989386,-0.36152446,9.948207
1747140509889,1.1085154,-0.3878607,9.876381
1747140509905,1.0773908,-0.3878607,9.826103
1747140509908,1.0390835,-0.37349546,9.787796
1747140509922,0.9911995,-0.33518824,9.778219
1747140509928,0.93134445,-0.31603462,9.852439
1747140509939,0.92176765,-0.2896984,9.888352
1747140509955,0.93373865,-0.24420857,9.79019
1747140509958,0.9696517,-0.16998832,9.689633
1747140509972,1.0199299,-0.15083471,9.759066
1747140509979,1.0726024,-0.1388637,9.833285
1747140509989,1.115698,-0.09816227,9.797373
1747140510006,1.1683705,-0.059855044,9.656115
1747140510010,1.2378023,-0.021547815,9.581895
1747140510022,1.2641385,0.019153614,9.572318
1747140510029,1.2880806,0.038307227,9.59626
1747140510039,1.283292,0.02873042,9.663298
1747140510055,1.2952632,0.0,9.735124
1747140510058,1.2976574,-0.033518825,9.737517
1747140510072,1.3072342,-0.062249243,9.747094
1747140510078,1.2617443,-0.088585466,9.761459
1747140510089,1.2449849,-0.08379706,9.768642
1747140510106,1.2449849,-0.08619126,9.754277
1747140510109,1.2473791,-0.10055647,9.706393
1747140510123,1.1779473,-0.074220255,9.651326
1747140510129,1.1731589,-0.09816227,9.56753
1747140510139,1.1468226,-0.11971009,9.541193
1747140510155,1.1683705,-0.1340753,9.5795
1747140510159,1.1899183,-0.18914193,9.634567
